DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Amengad PS,2019,1,Not Applicable,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Fatal,Hit pedestrian,Others,State Highway,Kutcha,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2019,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,Not Applicable,Not Applicable,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2019,1,Road Accidents,Bottleneck,City/Town,Near Petrol Pump,No,Grievous Injury,Skidding or Self accident,Not Applicable,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Not Applicable,Others,Bitumen(Tar),Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Yes,Fatal,Not Applicable,Curve,Others,Concrete,Others,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Simple Injury,Not Applicable,Curve,Others,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Yes,Fatal,Not Applicable,Curve,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Others,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Others,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Damage Only,Hit animal,Not Applicable,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,Others,Kutcha,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2020,2,Not Applicable,Narrow road,Rural Areas,Open area,No,Simple Injury,Vehicle to Vehicle,Others,State Highway,Concrete,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit animal,Curve,One way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Not Applicable,Not Applicable,City/Town,Residential area,Not Applicable,Fatal,Hit pedestrian,Others,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Simple Injury,Vehicle to Vehicle,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,3,Road Accidents,Curves,Rural Areas,Open area,Yes,Fatal,Vehicle to Vehicle,Curve,State Highway,Concrete,Dry,Fine,Others,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,One way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Not Applicable,Incline,State Highway,Concrete,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Concrete,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Minor District Road,Bitumen(Tar),Dry,Clear,Others,NULL
Bagalkot,Amengad PS,2020,5,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Simple Injury,Not Applicable,Hump,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,Others,Concrete,Muddy,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Not Applicable,City/Town,In bazaar,Not Applicable,Fatal,Hit pedestrian,Not Applicable,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Rail Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,State Highway,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Yes,Fatal,Vehicle to Vehicle,Curve,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,City/Town,Near Hospital,No,Fatal,Not Applicable,Others,State Highway,Not Applicable,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Not Applicable,Hump,One way,Bitumen(Tar),Others,Not Applicable,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Near Petrol Pump,Not Applicable,Fatal,Not Applicable,Curve,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Curve,Others,Not Applicable,Others,Fine,NULL,NULL
Bagalkot,Amengad PS,2020,1,Not Applicable,Not Applicable,City/Town,Near Bus stop,Not Applicable,Grievous Injury,Hit pedestrian,Others,Not Applicable,Not Applicable,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Others,Bitumen(Tar),Wet,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,Others,Concrete,Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2020,2,Not Applicable,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Curve,State Highway,Concrete,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2020,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,State Highway,Concrete,Dry,Others,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,City/Town,Residential area,Not Applicable,Fatal,Not Applicable,Others,Residential Street,Concrete,Others,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Simple Injury,Hit pedestrian,Straight and flat,Others,Not Applicable,Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,City/Town,Near Petrol Pump,Not Applicable,Fatal,Vehicle to Vehicle,Others,State Highway,Concrete,Others,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Curve,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Not Applicable,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Not Applicable,Not Applicable,Bitumen(Tar),Others,Cloudy,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Near Petrol Pump,No,Fatal,Vehicle to Vehicle,Others,State Highway,Concrete,Others,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Incline,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,No,Fatal,Not Applicable,Curve,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Not Applicable,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,Others,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Wet,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Fatal,Vehicle to Vehicle,Hump,State Highway,Concrete,Dry,Fine,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Not Applicable,Others,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,NULL,NULL
Bagalkot,Amengad PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Near School or College,Not Applicable,Grievous Injury,Not Applicable,Hump,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,One way,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,No,Fatal,Hit pedestrian,Others,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Others,Residential Street,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,3,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Straight and flat,One way,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Simple Injury,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Not Applicable,Damage Only,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Hit pedestrian,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Hump,Others,Concrete,Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Curves,Rural Areas,Open area,Not Applicable,Simple Injury,Hit animal,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,3,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Damage Only,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Cross roads,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Curve,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Simple Injury,Not Applicable,Straight and flat,One way,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Amengad PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
